location,number_of_cows,farm_size,date,product_name,brand,quantity,price_per_unit,total_value,shelf_life,quantity_sold,price_per_unit_sold,total_revenue,customer_location,sales_channel,quantity_in_stock,id
Madhya Pradesh,86,Large,2021-02-09,Butter,Warana,65,54.62,3596.7269999999994,36,13,52.51,682.63,Tamil Nadu,Retail,52,197
Jharkhand,51,Medium,2021-01-28,Buttermilk,Amul,868,68.4,59375.304,14,494,70.12,34639.28,Jharkhand,Retail,374,198
Madhya Pradesh,20,Small,2019-02-26,Lassi,Mother Dairy,59,68.23,4037.169100000001,14,45,71.74,3228.3,Rajasthan,Wholesale,14,199
Maharashtra,71,Medium,2020-04-25,Lassi,Amul,698,72.75,50804.235,15,488,72.56,35409.28,Maharashtra,Retail,210,200
Gujarat,78,Large,2020-08-20,Buttermilk,Mother Dairy,839,36.59,30723.8912,11,301,40.62,12226.62,Bihar,Online,538,201
Uttar Pradesh,48,Large,2021-03-09,Cheese,Amul,338,84.66,28681.9614,55,32,83.14,2660.48,Delhi,Online,306,202
Delhi,21,Small,2022-12-13,Cheese,Passion Cheese,100,14.47,1450.7622,88,8,9.96,79.68,Telangana,Retail,92,203
Telangana,44,Large,2021-09-24,Curd,Sudha,845,38.34,32427.588600000003,6,708,41.03,29049.24,West Bengal,Online,137,204
Telangana,22,Medium,2020-10-14,Curd,Amul,695,49.56,34445.1912,7,285,45.74,13035.9,Kerala,Retail,410,205
Tamil Nadu,57,Small,2019-02-13,Curd,Sudha,775,91.21,70738.82759999999,6,287,94.56,27138.72,Bihar,Retail,488,206
Madhya Pradesh,37,Medium,2022-12-24,Butter,Warana,412,25.11,10359.6327,29,304,27.85,8466.4,Uttar Pradesh,Retail,108,207
Chandigarh,77,Small,2020-02-05,Buttermilk,Raj,87,92.0,8085.88,7,45,94.57,4255.65,Tamil Nadu,Online,42,208
Gujarat,29,Large,2019-02-28,Cheese,Dynamix Dairies,568,36.58,20805.6066,64,397,34.52,13704.44,Maharashtra,Wholesale,171,209
Bihar,98,Medium,2019-05-15,Milk,Amul,618,63.42,39194.8284,29,605,59.26,35852.3,Chandigarh,Wholesale,13,210
Delhi,74,Medium,2022-09-10,Milk,Raj,866,52.41,45387.5841,29,625,54.67,34168.75,Kerala,Retail,241,211
Delhi,48,Small,2020-06-07,Ghee,Mother Dairy,401,21.99,8824.8069,91,96,26.04,2499.84,Tamil Nadu,Retail,305,212
Madhya Pradesh,75,Medium,2020-01-16,Yogurt,Dodla Dairy,935,44.12,41264.5536,24,443,46.39,20550.77,Madhya Pradesh,Online,492,213
Chandigarh,35,Large,2021-12-17,Ice Cream,Mother Dairy,646,73.27,47370.5204,26,636,69.79,44386.44,Chandigarh,Retail,10,214
Uttar Pradesh,70,Large,2020-05-06,Ghee,Amul,300,11.32,3404.1504000000004,65,26,15.57,404.82,Jharkhand,Online,274,215
Rajasthan,68,Large,2019-10-02,Paneer,Sudha,694,58.57,40678.6221,11,310,57.7,17887.0,Chandigarh,Wholesale,384,216
Madhya Pradesh,67,Large,2021-01-11,Buttermilk,Raj,615,88.87,54736.8104,11,539,89.44,48208.16,Delhi,Online,76,217
West Bengal,25,Medium,2021-02-06,Lassi,Mother Dairy,722,96.16,69508.2944,14,211,92.15,19443.65,Telangana,Retail,511,218
Uttar Pradesh,35,Large,2019-11-14,Butter,Mother Dairy,838,10.89,9129.304800000002,29,163,13.1,2135.3,Chandigarh,Wholesale,675,219
Chandigarh,68,Medium,2020-09-08,Yogurt,Mother Dairy,952,42.22,40209.0614,28,849,45.82,38901.18,Telangana,Wholesale,103,220
Bihar,65,Medium,2021-09-07,Buttermilk,Mother Dairy,516,86.24,44552.4464,7,277,88.22,24436.94,Uttar Pradesh,Online,239,221
Chandigarh,39,Large,2020-03-11,Buttermilk,Sudha,475,18.28,8686.656,8,22,23.06,507.32,Gujarat,Wholesale,453,222
Delhi,28,Large,2020-09-28,Lassi,Mother Dairy,822,39.35,32347.274,15,258,38.59,9956.22,Karnataka,Online,564,223
Karnataka,63,Large,2020-06-12,Paneer,Mother Dairy,563,16.08,9059.7936,11,146,15.02,2192.92,Gujarat,Retail,417,224
Chandigarh,62,Medium,2019-11-25,Paneer,Amul,656,60.51,39701.2161,14,578,59.43,34350.54,Chandigarh,Retail,78,225
Jharkhand,32,Small,2021-05-17,Yogurt,Mother Dairy,560,22.6,12663.006,29,545,22.12,12055.4,Maharashtra,Wholesale,15,226
Haryana,67,Medium,2021-11-08,Ice Cream,Dodla Dairy,67,65.38,4386.998,27,18,64.04,1152.72,Bihar,Wholesale,49,227
Karnataka,36,Small,2020-06-13,Milk,Raj,87,38.7,3388.185,1,77,34.09,2624.93,Delhi,Online,10,228
Uttar Pradesh,41,Large,2019-07-03,Milk,Mother Dairy,820,77.2,63341.828,1,299,75.52,22580.48,West Bengal,Online,521,229
Telangana,59,Large,2022-09-14,Cheese,Britannia Industries,916,81.66,74878.9536,31,552,85.86,47394.72,Tamil Nadu,Wholesale,364,230
Karnataka,55,Large,2022-10-10,Ghee,Sudha,189,37.06,7029.540800000001,100,108,32.62,3522.96,Haryana,Online,81,231
Delhi,56,Medium,2019-10-02,Ghee,Mother Dairy,657,30.69,20168.8542,136,412,32.2,13266.4,Telangana,Retail,245,232
Karnataka,39,Large,2022-06-03,Cheese,Britannia Industries,62,87.72,5445.6576,67,6,89.33,535.98,Maharashtra,Retail,56,233
Chandigarh,77,Medium,2022-10-03,Butter,Warana,919,46.33,42620.3569,40,209,51.25,10711.25,Chandigarh,Online,710,234
Madhya Pradesh,83,Large,2021-10-01,Ghee,Raj,739,23.64,17482.0164,66,327,24.3,7946.1,Jharkhand,Wholesale,412,235
Karnataka,46,Large,2022-06-18,Milk,Raj,668,55.16,36873.3568,28,359,50.52,18136.68,Chandigarh,Retail,309,236
Tamil Nadu,16,Large,2022-10-18,Curd,Amul,503,37.16,18697.054,7,485,33.24,16121.4,Chandigarh,Retail,18,237
Haryana,27,Small,2022-09-16,Butter,Amul,266,17.92,4768.870400000001,32,225,18.7,4207.5,Haryana,Retail,41,238
Jharkhand,86,Large,2019-04-13,Lassi,Mother Dairy,12,40.98,526.593,16,7,43.31,303.17,Madhya Pradesh,Online,5,239
Madhya Pradesh,83,Medium,2021-06-19,Ice Cream,Dodla Dairy,170,30.55,5217.329,22,89,28.1,2500.9,Bihar,Online,81,240
Uttar Pradesh,13,Medium,2020-03-14,Cheese,Amul,229,58.8,13486.956,53,150,60.94,9141.0,Maharashtra,Retail,79,241
Chandigarh,18,Small,2019-12-26,Paneer,Raj,872,58.57,51085.9254,13,278,62.19,17288.82,Haryana,Online,594,242
Maharashtra,43,Medium,2019-03-13,Ice Cream,Mother Dairy,233,24.66,5754.411,29,202,26.64,5381.28,Haryana,Wholesale,31,243
Rajasthan,21,Medium,2019-07-11,Buttermilk,Mother Dairy,802,12.7,10186.161999999998,8,687,13.76,9453.12,Chandigarh,Retail,115,244
Tamil Nadu,22,Large,2022-11-17,Buttermilk,Amul,591,95.16,56273.8176,13,316,99.2,31347.2,Gujarat,Wholesale,275,245
Kerala,48,Medium,2020-03-24,Milk,Raj,782,33.75,26413.425,1,326,29.93,9757.18,Tamil Nadu,Wholesale,456,246
Delhi,61,Medium,2021-01-13,Curd,Raj,170,94.88,16200.759999999998,5,59,96.9,5717.1,Bihar,Wholesale,111,247
Bihar,21,Medium,2021-01-06,Butter,Mother Dairy,196,78.27,15383.9685,35,157,74.43,11685.51,Delhi,Wholesale,39,248
Gujarat,80,Medium,2019-03-11,Butter,Amul,151,93.21,14090.555699999995,25,112,96.44,10801.28,Bihar,Retail,39,249
Delhi,59,Medium,2021-02-27,Paneer,Sudha,17,93.13,1674.4774,7,7,92.39,646.73,Maharashtra,Retail,10,250
Chandigarh,52,Medium,2021-09-07,Yogurt,Dodla Dairy,571,27.67,15810.9147,30,267,28.44,7593.48,Karnataka,Online,304,251
Bihar,60,Small,2021-02-02,Cheese,Amul,531,43.59,23167.2132,61,342,42.04,14377.68,Haryana,Wholesale,189,252
Uttar Pradesh,41,Large,2020-02-01,Milk,Raj,261,77.83,20363.4412,1,187,78.58,14694.46,Maharashtra,Online,74,253
Haryana,42,Small,2019-12-26,Lassi,Amul,706,86.99,61494.9708,16,122,88.32,10775.04,Delhi,Online,584,254
Delhi,17,Medium,2022-06-12,Paneer,Sudha,417,23.8,9935.072,10,203,25.54,5184.62,Tamil Nadu,Retail,214,255
Delhi,87,Large,2022-11-22,Ghee,Sudha,326,88.75,28998.175,135,138,86.24,11901.12,Karnataka,Wholesale,188,256
Karnataka,80,Small,2019-10-12,Paneer,Mother Dairy,509,61.89,31516.244700000003,14,373,66.35,24748.55,Delhi,Online,136,257
Delhi,20,Medium,2022-02-14,Ice Cream,Palle2patnam,829,19.37,16076.9063,27,48,21.21,1018.08,Bihar,Online,781,258
Jharkhand,51,Medium,2020-04-02,Curd,Amul,349,29.51,10317.5813,7,198,28.49,5641.02,Delhi,Online,151,259
Telangana,74,Medium,2019-09-02,Butter,Amul,226,40.04,9061.8528,32,84,38.89,3266.76,Rajasthan,Online,142,260
Bihar,72,Medium,2022-07-16,Buttermilk,Mother Dairy,656,18.29,12007.2021,13,459,19.72,9051.48,Karnataka,Retail,197,261
Karnataka,47,Large,2022-04-14,Lassi,Sudha,537,91.92,49442.8488,13,182,94.75,17244.5,Gujarat,Online,355,262
Telangana,93,Large,2020-09-01,Yogurt,Amul,983,45.8,45062.162,27,495,48.75,24131.25,Karnataka,Wholesale,488,263
Tamil Nadu,78,Small,2021-10-06,Cheese,Passion Cheese,893,59.28,52975.572,37,631,56.44,35613.64,Chandigarh,Retail,262,264
Chandigarh,97,Large,2022-03-05,Ghee,Amul,838,33.46,28056.21,126,332,38.23,12692.36,Telangana,Retail,506,265
Karnataka,89,Small,2021-07-09,Ghee,Raj,210,16.06,3383.5208,145,24,14.43,346.32,Rajasthan,Wholesale,186,266
Rajasthan,18,Medium,2020-04-24,Butter,Warana,403,19.94,8042.799000000001,38,183,21.83,3994.89,Delhi,Online,220,267
Delhi,26,Large,2021-12-15,Cheese,Britannia Industries,395,69.12,27351.4752,88,193,65.84,12707.12,Rajasthan,Online,202,268
West Bengal,67,Small,2019-08-27,Buttermilk,Mother Dairy,53,23.56,1262.816,7,30,25.16,754.8,Haryana,Wholesale,23,269
Haryana,37,Medium,2022-01-12,Lassi,Mother Dairy,925,65.4,60557.78400000001,16,397,61.18,24288.46,Gujarat,Wholesale,528,270
Uttar Pradesh,80,Medium,2019-06-19,Cheese,Britannia Industries,326,43.21,14114.5465,70,20,45.65,913.0,Rajasthan,Online,306,271
Chandigarh,24,Medium,2020-03-27,Lassi,Sudha,721,33.02,23822.279,17,651,37.04,24113.04,Uttar Pradesh,Online,70,272
Bihar,70,Small,2020-01-12,Paneer,Sudha,248,87.32,21715.6108,13,36,87.8,3160.8,Chandigarh,Retail,212,273
Uttar Pradesh,33,Large,2019-02-11,Ice Cream,Palle2patnam,663,68.75,45609.4375,21,114,72.55,8270.7,Maharashtra,Online,549,274
Tamil Nadu,63,Small,2021-04-09,Cheese,Passion Cheese,395,41.2,16306.136,53,82,44.9,3681.8,Madhya Pradesh,Retail,313,275
Karnataka,96,Large,2020-04-01,Curd,Sudha,60,83.96,5120.7204,6,20,81.7,1634.0,Tamil Nadu,Wholesale,40,276
Gujarat,11,Large,2021-07-15,Curd,Raj,77,46.97,3622.3264,5,26,49.18,1278.68,Chandigarh,Wholesale,51,277
Gujarat,24,Medium,2020-04-21,Ghee,Sudha,186,59.73,11155.7721,74,185,57.12,10567.2,Rajasthan,Wholesale,1,278
West Bengal,84,Medium,2021-09-01,Ghee,Amul,84,38.38,3255.7754,126,40,35.5,1420.0,Haryana,Retail,44,279
Karnataka,100,Large,2019-10-23,Butter,Parag Milk Foods,726,88.62,64420.5366,35,284,90.86,25804.24,Chandigarh,Wholesale,442,280
Rajasthan,78,Medium,2021-07-06,Ice Cream,Dodla Dairy,658,39.95,26325.052500000005,21,331,35.7,11816.7,Rajasthan,Online,327,281
Rajasthan,84,Small,2021-06-27,Cheese,Britannia Industries,243,35.04,8542.4016,39,13,37.59,488.67,West Bengal,Online,230,282
Chandigarh,87,Large,2019-06-23,Yogurt,Dodla Dairy,875,49.79,43614.5463,22,713,47.52,33881.76,Maharashtra,Retail,162,283
Madhya Pradesh,49,Small,2019-11-24,Butter,Parag Milk Foods,546,13.18,7205.7696,26,141,15.51,2186.91,Chandigarh,Retail,405,284
Haryana,18,Small,2022-02-10,Butter,Amul,188,23.02,4328.911,28,57,21.18,1207.26,Tamil Nadu,Wholesale,131,285
Madhya Pradesh,65,Medium,2021-12-27,Paneer,Sudha,114,66.96,7649.510399999999,12,3,63.9,191.7,Rajasthan,Retail,111,286
Kerala,51,Medium,2019-01-19,Butter,Warana,954,33.81,32286.8595,35,409,33.31,13623.79,Uttar Pradesh,Wholesale,545,287
Chandigarh,63,Large,2019-06-13,Paneer,Sudha,544,69.49,37802.56,12,426,67.93,28938.18,Gujarat,Wholesale,118,288
West Bengal,77,Small,2020-05-01,Paneer,Amul,798,87.37,69733.4918,9,604,83.96,50711.84,Haryana,Wholesale,194,289
Tamil Nadu,83,Small,2021-07-18,Lassi,Sudha,366,97.62,35787.492000000006,15,196,97.48,19106.08,Maharashtra,Online,170,290
West Bengal,91,Small,2019-07-03,Butter,Mother Dairy,415,89.3,37138.977,26,246,86.1,21180.6,Maharashtra,Online,169,291
Chandigarh,42,Medium,2021-10-09,Paneer,Sudha,504,11.39,5748.6469,13,178,10.99,1956.22,Maharashtra,Wholesale,326,292
Chandigarh,60,Large,2019-04-04,Milk,Raj,685,61.66,42273.4794,2,121,57.6,6969.6,Delhi,Retail,564,293
Chandigarh,17,Small,2019-10-24,Butter,Warana,851,53.25,45336.5175,26,650,57.2,37180.0,Karnataka,Wholesale,201,294
Haryana,64,Large,2019-11-05,Cheese,Passion Cheese,966,16.23,15681.9129,53,934,14.84,13860.56,West Bengal,Online,32,295
Chandigarh,20,Medium,2022-05-17,Lassi,Mother Dairy,841,71.15,59891.224,18,497,73.12,36340.64,Telangana,Retail,344,296
Madhya Pradesh,86,Small,2021-11-03,Lassi,Sudha,273,80.52,22039.1292,13,269,76.62,20610.78,Jharkhand,Wholesale,4,297
Maharashtra,95,Medium,2022-02-03,Curd,Amul,776,79.7,61918.133,7,346,78.51,27164.46,West Bengal,Retail,430,298
West Bengal,24,Small,2019-08-16,Yogurt,Palle2patnam,730,90.32,65986.8888,27,220,89.5,19690.0,Bihar,Retail,510,299
Delhi,25,Small,2021-08-20,Yogurt,Palle2patnam,41,60.85,2530.143,23,36,57.9,2084.4,Maharashtra,Online,5,300
Gujarat,26,Large,2019-02-25,Curd,Amul,593,46.25,27452.612500000003,6,54,50.4,2721.6,Uttar Pradesh,Online,539,301
Bihar,73,Medium,2019-04-22,Buttermilk,Amul,12,22.44,276.9096,12,4,25.46,101.84,Gujarat,Retail,8,302
Telangana,22,Large,2022-10-02,Lassi,Mother Dairy,642,54.71,35135.8562,16,73,57.23,4177.79,Telangana,Retail,569,303
Chandigarh,18,Small,2021-12-20,Buttermilk,Raj,831,79.32,65930.784,8,397,81.93,32526.21,Tamil Nadu,Retail,434,304
West Bengal,34,Medium,2021-04-14,Ice Cream,Amul,865,47.56,41140.351200000005,27,277,46.63,12916.51,Gujarat,Online,588,305
Uttar Pradesh,56,Small,2020-02-06,Butter,Parag Milk Foods,442,60.71,26849.6046,30,172,56.15,9657.8,Tamil Nadu,Wholesale,270,306
West Bengal,39,Large,2021-07-05,Butter,Amul,362,80.31,29108.3595,27,313,80.06,25058.78,Madhya Pradesh,Wholesale,49,307
Rajasthan,43,Small,2022-08-14,Lassi,Mother Dairy,797,13.62,10857.864,15,465,16.92,7867.8,Tamil Nadu,Wholesale,332,308
Jharkhand,55,Large,2020-11-25,Ghee,Raj,336,38.9,13098.797,77,212,41.34,8764.08,Kerala,Online,124,309
Haryana,15,Large,2021-01-28,Lassi,Raj,824,38.51,31755.346,13,649,41.11,26680.39,Uttar Pradesh,Online,175,310
Chandigarh,91,Medium,2019-10-01,Milk,Amul,371,68.59,25482.5568,26,273,71.04,19393.92,Telangana,Online,98,311
Chandigarh,55,Large,2021-12-02,Paneer,Raj,723,53.05,38363.638,9,128,52.99,6782.72,Delhi,Online,595,312
Telangana,94,Large,2019-07-04,Curd,Amul,29,57.65,1685.1095,6,25,53.54,1338.5,Delhi,Retail,4,313
West Bengal,37,Medium,2021-04-22,Curd,Amul,52,22.47,1180.5738,5,37,24.91,921.67,Delhi,Online,15,314
Chandigarh,71,Small,2019-04-13,Buttermilk,Mother Dairy,413,58.21,24070.9992,11,145,60.91,8831.95,Delhi,Online,268,315
Tamil Nadu,61,Small,2021-02-13,Buttermilk,Sudha,649,93.28,60553.6448,8,246,93.43,22983.78,Uttar Pradesh,Wholesale,403,316
Madhya Pradesh,16,Large,2022-10-01,Butter,Warana,171,12.66,2167.7718,25,34,11.19,380.46,Karnataka,Online,137,317
Tamil Nadu,40,Large,2019-02-05,Lassi,Mother Dairy,934,84.61,79099.3507,17,790,82.25,64977.5,Jharkhand,Wholesale,144,318
Chandigarh,40,Small,2020-05-17,Cheese,Passion Cheese,927,12.2,11315.622,70,423,12.02,5084.46,Chandigarh,Wholesale,504,319
Delhi,81,Small,2022-11-21,Yogurt,Amul,718,62.86,45155.481,21,23,63.47,1459.81,Delhi,Wholesale,695,320
Maharashtra,97,Small,2020-04-05,Buttermilk,Amul,402,36.97,14864.5279,10,354,37.66,13331.64,Haryana,Retail,48,321
Madhya Pradesh,29,Medium,2020-05-11,Butter,Mother Dairy,572,31.03,17763.7441,35,451,32.35,14589.85,Delhi,Retail,121,322
Chandigarh,11,Large,2022-11-16,Ice Cream,Dodla Dairy,381,38.22,14592.7782,29,81,41.99,3401.19,Uttar Pradesh,Wholesale,300,323
Uttar Pradesh,92,Medium,2022-06-03,Ghee,Mother Dairy,866,83.54,72387.41,129,735,86.67,63702.45,Delhi,Retail,131,324
Madhya Pradesh,56,Large,2022-10-10,Butter,Warana,974,45.04,43886.0752,30,232,45.48,10551.36,Chandigarh,Retail,742,325
Madhya Pradesh,61,Small,2020-03-14,Cheese,Britannia Industries,37,36.46,1371.9898,40,13,31.88,414.44,Tamil Nadu,Wholesale,24,326
Rajasthan,48,Medium,2019-12-15,Paneer,Mother Dairy,307,15.66,4811.535,11,24,17.37,416.88,Madhya Pradesh,Online,283,327
Chandigarh,77,Small,2022-08-26,Ice Cream,Mother Dairy,899,42.12,37898.3124,29,509,43.16,21968.44,Delhi,Online,390,328
Maharashtra,55,Small,2020-11-16,Milk,Raj,216,69.91,15160.6826,25,23,73.41,1688.43,Haryana,Online,193,329
Delhi,12,Medium,2020-02-06,Lassi,Mother Dairy,875,75.29,65922.41820000001,18,42,73.5,3087.0,Rajasthan,Retail,833,330
Delhi,34,Large,2019-11-14,Paneer,Mother Dairy,602,84.02,50637.1736,12,312,82.4,25708.8,West Bengal,Wholesale,290,331
Bihar,80,Medium,2019-01-27,Curd,Mother Dairy,863,15.77,13624.9646,5,105,15.86,1665.3,Bihar,Retail,758,332
Kerala,76,Large,2022-10-04,Lassi,Amul,556,13.37,7443.079,17,471,12.75,6005.25,Maharashtra,Online,85,333
Delhi,70,Medium,2020-06-27,Ghee,Raj,697,28.79,20085.9193,83,186,28.39,5280.54,Madhya Pradesh,Online,511,334
Madhya Pradesh,67,Small,2022-03-11,Ice Cream,Mother Dairy,844,79.44,67105.3512,24,766,82.88,63486.08,Chandigarh,Online,78,335
Chandigarh,74,Medium,2022-12-15,Ghee,Amul,426,93.08,39696.7584,115,324,92.73,30044.52,Karnataka,Online,102,336
Kerala,64,Small,2019-09-14,Butter,Mother Dairy,39,17.04,666.7752,36,12,12.58,150.96,Uttar Pradesh,Online,27,337
Chandigarh,14,Small,2021-06-12,Buttermilk,Sudha,778,93.25,72620.3025,13,728,95.65,69633.2,Kerala,Online,50,338
Tamil Nadu,11,Small,2019-08-04,Ghee,Sudha,888,71.54,63535.38940000001,138,353,68.14,24053.42,Kerala,Wholesale,535,339
Karnataka,28,Medium,2022-04-16,Yogurt,Amul,148,32.46,4831.671,28,138,33.61,4638.18,Uttar Pradesh,Wholesale,10,340
Karnataka,86,Large,2019-03-13,Ghee,Sudha,615,17.43,10733.5683,143,322,14.47,4659.34,Tamil Nadu,Wholesale,293,341
Bihar,48,Medium,2021-10-10,Ghee,Sudha,742,83.62,62071.126,104,57,85.71,4885.47,Bihar,Wholesale,685,342
West Bengal,88,Small,2019-04-18,Buttermilk,Mother Dairy,642,93.66,60190.599,12,518,91.36,47324.48,Bihar,Wholesale,124,343
Karnataka,10,Medium,2022-01-19,Butter,Mother Dairy,522,85.78,44842.3528,26,424,81.71,34645.04,Maharashtra,Wholesale,98,344
Chandigarh,36,Large,2021-03-24,Lassi,Mother Dairy,450,47.43,21371.4837,15,8,44.5,356.0,Rajasthan,Wholesale,442,345
Chandigarh,34,Medium,2021-09-22,Ice Cream,Mother Dairy,27,27.1,749.0440000000001,21,21,28.69,602.49,Delhi,Wholesale,6,346
Delhi,34,Medium,2019-11-01,Buttermilk,Raj,16,89.16,1461.3324,14,12,90.59,1087.08,Madhya Pradesh,Wholesale,4,347
Gujarat,46,Large,2022-06-03,Lassi,Mother Dairy,302,35.99,10882.6562,14,105,33.9,3559.5,Rajasthan,Retail,197,348
Bihar,15,Small,2022-10-18,Milk,Amul,468,82.65,38694.2505,2,239,84.51,20197.89,Chandigarh,Retail,229,349
Haryana,91,Large,2019-01-07,Lassi,Amul,89,56.76,5073.7764,14,2,54.78,109.56,Karnataka,Wholesale,87,350
Haryana,48,Medium,2021-09-25,Yogurt,Mother Dairy,577,57.71,33348.8777,26,209,58.78,12285.02,Rajasthan,Wholesale,368,351
Kerala,14,Small,2021-03-22,Milk,Sudha,319,14.75,4710.117499999999,2,48,15.52,744.96,Haryana,Online,271,352
Tamil Nadu,31,Medium,2020-01-10,Paneer,Sudha,368,78.46,28875.6338,11,151,82.57,12468.07,West Bengal,Retail,217,353
Uttar Pradesh,19,Large,2019-09-26,Curd,Mother Dairy,197,59.22,11717.8614,6,185,61.01,11286.85,Bihar,Retail,12,354
Telangana,10,Small,2021-04-06,Butter,Mother Dairy,152,83.32,12738.794799999998,29,105,84.53,8875.65,Haryana,Retail,47,355
Bihar,77,Medium,2020-08-27,Butter,Warana,476,71.61,34152.9573,33,314,75.85,23816.9,Delhi,Wholesale,162,356
Chandigarh,64,Medium,2021-02-11,Cheese,Dynamix Dairies,225,43.3,9746.397,30,77,42.56,3277.12,Kerala,Wholesale,148,357
Tamil Nadu,56,Small,2021-08-17,Buttermilk,Raj,322,67.71,21869.6529,10,82,63.02,5167.64,Telangana,Wholesale,240,358
Jharkhand,81,Large,2021-01-10,Cheese,Britannia Industries,780,65.04,50767.6224,74,158,61.49,9715.42,Delhi,Retail,622,359
West Bengal,43,Medium,2019-10-12,Ghee,Raj,426,97.92,41744.2752,128,336,97.16,32645.76,Chandigarh,Retail,90,360
Bihar,11,Medium,2019-01-04,Paneer,Mother Dairy,321,58.91,18951.9361,11,252,61.99,15621.48,Jharkhand,Online,69,361
Maharashtra,10,Small,2020-12-09,Curd,Mother Dairy,363,76.74,27910.338,6,322,77.4,24922.8,Karnataka,Retail,41,362
Madhya Pradesh,38,Large,2019-06-16,Curd,Amul,187,53.21,9952.9305,5,11,50.99,560.89,Delhi,Retail,176,363
Kerala,92,Large,2021-09-08,Cheese,Amul,177,17.54,3115.6302,50,41,20.74,850.34,Madhya Pradesh,Retail,136,364
Delhi,84,Small,2020-11-28,Milk,Raj,676,27.5,18610.9,22,411,28.73,11808.03,Bihar,Wholesale,265,365
Delhi,26,Small,2019-11-10,Ice Cream,Amul,14,56.54,803.4334,29,3,55.24,165.72,Rajasthan,Retail,11,366
Chandigarh,55,Large,2019-06-07,Ice Cream,Palle2patnam,338,52.66,17824.3568,30,335,50.8,17018.0,Tamil Nadu,Retail,3,367
Uttar Pradesh,17,Large,2020-05-08,Cheese,Passion Cheese,257,71.21,18346.5444,75,226,66.65,15062.9,West Bengal,Wholesale,31,368
Rajasthan,30,Medium,2019-12-24,Paneer,Sudha,97,57.74,5610.5958,11,48,54.45,2613.6,Chandigarh,Retail,49,369
West Bengal,33,Large,2019-04-15,Yogurt,Palle2patnam,951,53.98,51386.261,23,27,54.62,1474.74,Bihar,Wholesale,924,370
Delhi,62,Small,2021-06-28,Yogurt,Palle2patnam,384,41.3,15888.11,24,349,40.46,14120.54,Jharkhand,Online,35,371
Bihar,32,Large,2019-02-20,Cheese,Dynamix Dairies,783,31.05,24337.9215,62,510,26.06,13290.6,Chandigarh,Online,273,372
Chandigarh,14,Large,2020-01-03,Ghee,Raj,524,87.13,45677.0312,143,64,90.5,5792.0,Jharkhand,Wholesale,460,373
Gujarat,38,Large,2019-11-15,Curd,Raj,877,45.47,39884.91989999999,7,483,42.69,20619.27,Rajasthan,Retail,394,374
Haryana,10,Medium,2021-08-11,Milk,Mother Dairy,19,26.09,496.7536,27,13,30.2,392.6,Maharashtra,Wholesale,6,375
Madhya Pradesh,34,Small,2020-10-18,Yogurt,Palle2patnam,905,13.67,12376.6813,29,478,8.91,4258.98,Jharkhand,Retail,427,376
Delhi,45,Small,2020-02-20,Ice Cream,Amul,987,16.92,16700.886000000002,22,581,15.59,9057.79,West Bengal,Retail,406,377
Gujarat,74,Medium,2020-07-14,Lassi,Sudha,91,36.14,3318.7362,14,73,35.97,2625.81,Kerala,Online,18,378
Madhya Pradesh,31,Large,2021-07-09,Curd,Amul,130,73.73,9590.7984,6,8,69.8,558.4,Bihar,Wholesale,122,379
Gujarat,61,Medium,2020-08-23,Ghee,Raj,675,61.69,41675.29639999999,87,591,59.53,35182.23,Telangana,Online,84,380
Maharashtra,59,Medium,2021-10-28,Yogurt,Mother Dairy,760,99.51,75701.2374,29,337,98.5,33194.5,Bihar,Online,423,381
Bihar,41,Medium,2019-05-06,Ghee,Mother Dairy,829,38.34,31796.12880000001,145,492,35.19,17313.48,Bihar,Retail,337,382
Gujarat,30,Medium,2022-10-27,Buttermilk,Raj,5,97.46,509.7158,7,3,101.51,304.53,Telangana,Wholesale,2,383
Gujarat,93,Small,2019-02-09,Milk,Amul,426,42.23,18003.0713,2,227,45.56,10342.12,West Bengal,Online,199,384
Tamil Nadu,68,Small,2019-12-23,Ghee,Amul,32,85.22,2805.4424,99,25,80.25,2006.25,Bihar,Online,7,385
West Bengal,94,Large,2021-12-20,Yogurt,Mother Dairy,601,52.38,31480.9038,22,558,53.02,29585.16,Tamil Nadu,Wholesale,43,386
Chandigarh,87,Large,2020-06-28,Ice Cream,Mother Dairy,531,66.73,35485.6794,30,2,71.13,142.26,Rajasthan,Wholesale,529,387
Delhi,42,Medium,2021-06-11,Milk,Raj,898,91.95,82616.15550000001,1,190,89.37,16980.3,Jharkhand,Retail,708,388
Bihar,10,Large,2021-04-06,Ghee,Amul,948,36.86,34977.559799999995,106,37,35.31,1306.47,Karnataka,Retail,911,389
Maharashtra,50,Small,2019-10-12,Curd,Raj,421,64.66,27256.129799999995,5,350,67.58,23653.0,Gujarat,Wholesale,71,390
Jharkhand,26,Medium,2020-09-01,Curd,Raj,956,13.27,12689.1721,7,455,15.09,6865.95,Gujarat,Wholesale,501,391
Bihar,62,Large,2021-02-13,Lassi,Mother Dairy,904,43.29,39161.8656,18,275,39.7,10917.5,Gujarat,Retail,629,392
Uttar Pradesh,10,Medium,2021-12-27,Buttermilk,Raj,233,91.98,21440.538,8,106,87.44,9268.64,Telangana,Online,127,393
Uttar Pradesh,19,Small,2021-04-10,Yogurt,Dodla Dairy,595,57.48,34209.221999999994,30,311,55.32,17204.52,Chandigarh,Wholesale,284,394
